CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;ANO;VALOR_AJUSTADO
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.05;Perda por obsolescência dos estoques;90368.0;N;2020;105023.80501972539
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.05;Perda por obsolescência dos estoques;-311459.0;N;2021;-343636.8970736029
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.06;Ajuste valor de mercado, inventário, imobilizado e intangível;9409.0;N;2020;10934.943579924267
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.06;Ajuste valor de mercado, inventário, imobilizado e intangível;-114783.0;N;2021;-126641.62524376999
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.07;Ajuste valor de mercado - ativos financeiros;15152.0;N;2020;17609.338412478744
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.07;Ajuste valor de mercado - ativos financeiros;-196566.0;N;2021;-216873.90735271678
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.08;Provisão (reversão) de perdas de crédito esperadas;169602.0;N;2020;197107.90743355465
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.08;Provisão (reversão) de perdas de crédito esperadas;-68256.0;N;2021;-75307.76136395428
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.09;Imposto de Renda e Contribuição Social Diferidos;404449.0;N;2020;470042.19321466575
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.09;Imposto de Renda e Contribuição Social Diferidos;220235.0;N;2021;242988.23288781164
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.10;Juros sobre empréstimos;148603.0;N;2020;172703.30755739036
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.10;Juros sobre empréstimos;124143.0;N;2021;136968.63893291983
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.11;Equivalência Patrimonial;-12709.0;N;2020;-14770.134760044373
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.11;Equivalência Patrimonial;-5440.0;N;2021;-6002.0250501041855
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.12;Remuneração em ações;0.0;N;2020;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.12;Remuneração em ações;0.0;N;2021;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.13;Variação monetária e cambial;397876.0;N;2020;462403.18969135376
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.13;Variação monetária e cambial;-114081.0;N;2021;-125867.09921708376
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.14;Marcação a mercado das garantias de valor residual;-45983.0;N;2020;-53440.483647109955
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.14;Marcação a mercado das garantias de valor residual;-280668.0;N;2021;-309664.7733019562
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.15;Provisão para penalidades;0.0;N;2020;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.15;Provisão para penalidades;0.0;N;2021;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.16;Perda na alienação de ativo permanente;74476.0;N;2020;86554.45403958335
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.16;Perda na alienação de ativo permanente;173487.0;N;2021;191410.53674033546
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.17;Juros sobre títulos e valores mobiliários, líquidos;-1744.0;N;2020;-2026.8404297362017
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.17;Juros sobre títulos e valores mobiliários, líquidos;-12886.0;N;2021;-14217.296837434289
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.18;Realização subsídios governamentais;-24551.0;N;2020;-28532.660200948103
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.18;Realização subsídios governamentais;-16356.0;N;2021;-18045.794433732364
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.19;Provisões Diversas;104734.0;N;2020;121719.67062384826
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.19;Provisões Diversas;174058.0;N;2021;192040.52870791074
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.01.20;Outros;-19059.0;N;2020;-22149.97233391185
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.01.20;Outros;-7203.0;N;2021;-7947.166624246406
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02;Variações nos Ativos e Passivos;-5730524.0;S;2020;-6659895.485535331
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02;Variações nos Ativos e Passivos;2484961.0;S;2021;2741690.840171314
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.01;Investimentos financeiros;-2847841.0;N;2020;-3309701.419874068
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.01;Investimentos financeiros;-260436.0;N;2021;-287342.53602002456
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.02;Instrumentos financeiros derivativos;-15949.0;N;2020;-18535.595191435023
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.02;Instrumentos financeiros derivativos;27544.0;N;2021;30389.66506986575
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.03;Contas a receber e contas a receber vinculadas;229625.0;N;2020;266865.3862833574
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.03;Contas a receber e contas a receber vinculadas;82564.0;N;2021;91093.96989647095
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.04;Financiamento a clientes;-268211.0;N;2020;-311709.23079127085
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.04;Financiamento a clientes;63319.0;N;2021;69860.70296829907
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.05;Ativos de contrato;165929.0;N;2020;192839.22343216641
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.05;Ativos de contrato;-626673.0;N;2021;-691416.7360705773
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.06;Estoques;140538.0;N;2020;163330.33274900593
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.06;Estoques;2593611.0;N;2021;2861565.844159148
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.07;Depósitos em Garantia;-3621.0;N;2020;-4208.250685822699
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.07;Depósitos em Garantia;21703.0;N;2021;23945.211335002048
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.08;Outros ativos;-349756.0;N;2020;-406479.1292103297
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.08;Outros ativos;-202002.0;N;2021;-222871.51914910765
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.09;Fornecedores;-1558453.0;N;2020;-1811201.5758277941
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.09;Fornecedores;-47947.0;N;2021;-52900.56894804143
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.10;Fornecedores - Risco sacado;0.0;N;2020;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.10;Fornecedores - Risco sacado;80758.0;N;2021;89101.38584491063
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.11;Dívida com e sem Direito de Regresso;-19626.0;N;2020;-22808.927909405214
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.11;Dívida com e sem Direito de Regresso;-21748.0;N;2021;-23994.860439276807
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.12;Contas a pagar;-196700.0;N;2020;-228600.63791806815
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.12;Contas a pagar;-203800.0;N;2021;-224855.27669324138
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.13;Contribuição de parceiros;0.0;N;2020;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.13;Contribuição de parceiros;0.0;N;2021;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.14;Adiantamentos de clientes;0.0;N;2020;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.14;Adiantamentos de clientes;0.0;N;2021;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.15;Impostos a recolher;-265435.0;N;2020;-308483.02148338803
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.15;Impostos a recolher;3643.0;N;2021;4019.370819398814
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.16;Garantias Financeiras;-31585.0;N;2020;-36707.42831033139
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.16;Garantias Financeiras;-300868.0;N;2021;-331951.70455418125
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.17;Receitas Diferidas;-16243.0;N;2020;-18877.27586020936
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.17;Receitas Diferidas;76960.0;N;2021;84911.00144412098
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.02.18;Passivos de Contrato;-693196.0;N;2020;-805617.9349377386
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.02.18;Passivos de Contrato;1198333.0;N;2021;1322136.8905085477
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.01.03;Outros;0.0;S;2020;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.01.03;Outros;0.0;S;2021;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.02;Caixa Líquido Atividades de Investimento;-943297.0;S;2020;-1096280.1014041684
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.02;Caixa Líquido Atividades de Investimento;-790111.0;S;2021;-871740.076169645
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.02.01;Aquisições de imobilizado;-523489.0;N;2020;-608387.9986939074
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.02.01;Aquisições de imobilizado;-549841.0;N;2021;-606646.9587452823
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.02.02;Baixa de imobilizado;59161.0;N;2020;68755.68042638958
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.02.02;Baixa de imobilizado;19608.0;N;2021;21633.76970265494
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.02.03;Adições ao intangível;-629062.0;N;2020;-731082.7376208225
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.02.03;Adições ao intangível;-906103.0;N;2021;-999715.6073482634
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.02.04;Adições investimentos em subsidiárias e coligadas;-9347.0;N;2020;-10862.88847290383
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.02.04;Adições investimentos em subsidiárias e coligadas;-3978.0;N;2021;-4388.980817888686
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.02.05;Aquisição de subsidiária líquido do caixa adquirido;-20891.0;N;2020;-24279.084528451254
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.02.05;Aquisição de subsidiária líquido do caixa adquirido;0.0;N;2021;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.02.06;Investimentos Financeiros;177834.0;N;2020;206674.96615923606
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.02.06;Investimentos Financeiros;664734.0;N;2021;733409.9484661684
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;6.02.07;Caixa Restrito para Construção de Ativos;0.0;N;2020;0.0
07.689.002/0001-89;2021-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;6.02.07;Caixa Restrito para Construção de Ativos;-1629.0;N;2021;-1797.2975747462717
